# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
narK	gene-b1223	TRANSCRIPT_gene-b1223	protein_coding	0	2	0	80	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	2	51
narL	gene-b1221	TRANSCRIPT_gene-b1221	protein_coding	0	0	0	96	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	28
narP	gene-b2193	TRANSCRIPT_gene-b2193	protein_coding	0	8	1	79	0	0	0	0	71	0	0	0	1	0	0	0	0	0	0	0	8	8
narQ	gene-b2469	TRANSCRIPT_gene-b2469	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1
narS	gene-b4813	rna-b4813	lincRNA	0	0	0	63	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	31
narU	gene-b1469	TRANSCRIPT_gene-b1469	protein_coding	0	0	2	88	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	55
narV	gene-b1465	TRANSCRIPT_gene-b1465	protein_coding	0	0	0	138	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	38
narW	gene-b1466	TRANSCRIPT_gene-b1466	protein_coding	0	1	0	136	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	1	37
narX	gene-b1222	TRANSCRIPT_gene-b1222	protein_coding	0	17	0	80	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	17	21
narY	gene-b1467	TRANSCRIPT_gene-b1467	protein_coding	0	32	4	85	0	0	0	0	82	0	0	0	4	0	0	0	0	0	0	0	32	3
narZ	gene-b1468	TRANSCRIPT_gene-b1468	protein_coding	0	1	0	105	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	1	33
ndh	gene-b1109	TRANSCRIPT_gene-b1109	protein_coding	0	9	1	85	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	9	47
ndk	gene-b2518	TRANSCRIPT_gene-b2518	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
nei	gene-b0714	TRANSCRIPT_gene-b0714	protein_coding	0	10	2	225	0	0	0	0	198	0	0	0	2	0	0	0	0	0	0	0	10	27
nemA	gene-b1650	TRANSCRIPT_gene-b1650	protein_coding	0	1	1	25	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	21
nemR	gene-b1649	TRANSCRIPT_gene-b1649	protein_coding	0	0	0	29	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	23
nepI	gene-b3662	TRANSCRIPT_gene-b3662	protein_coding	0	0	1	26	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	17
nfeF	gene-b3070	TRANSCRIPT_gene-b3070	protein_coding	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
nfeR	gene-b3071	TRANSCRIPT_gene-b3071	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
nfi	gene-b3998	TRANSCRIPT_gene-b3998	protein_coding	0	1	0	111	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	1	50
nfo	gene-b2159	TRANSCRIPT_gene-b2159	protein_coding	0	12	3	140	0	0	0	0	118	0	0	0	3	0	0	0	0	0	0	0	12	22
nfrA	gene-b0568	TRANSCRIPT_gene-b0568	protein_coding	0	33	10	127	0	0	0	0	33	0	0	0	10	0	0	0	0	0	0	0	33	94
nfrB	gene-b0569	TRANSCRIPT_gene-b0569	protein_coding	1	25	3	160	0	0	0	0	65	0	0	0	3	0	0	0	0	1	0	0	25	95
nfsA	gene-b0851	TRANSCRIPT_gene-b0851	protein_coding	0	0	0	64	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0
nfsB	gene-b0578	TRANSCRIPT_gene-b0578	protein_coding	0	9	3	39	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	9	24
nfuA	gene-b3414	TRANSCRIPT_gene-b3414	protein_coding	0	10	0	94	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	10	48
nhaA	gene-b0019	TRANSCRIPT_gene-b0019	protein_coding	0	10	2	76	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	10	45
nhaB	gene-b1186	TRANSCRIPT_gene-b1186	protein_coding	0	0	0	46	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	17
nhaR	gene-b0020	TRANSCRIPT_gene-b0020	protein_coding	0	2	1	97	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	2	49
nhoA	gene-b1463	TRANSCRIPT_gene-b1463	protein_coding	0	1	2	135	0	0	0	0	68	0	0	0	2	0	0	0	0	0	0	0	1	67
nikA	gene-b3476	TRANSCRIPT_gene-b3476	protein_coding	0	7	2	86	0	0	0	0	59	0	0	0	2	0	0	0	0	0	0	0	7	27
nikB	gene-b3477	TRANSCRIPT_gene-b3477	protein_coding	0	1	0	75	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	1	10
nikC	gene-b3478	TRANSCRIPT_gene-b3478	protein_coding	0	8	0	75	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	8	11
nikD	gene-b3479	TRANSCRIPT_gene-b3479	protein_coding	0	6	2	91	0	0	0	0	72	0	0	0	2	0	0	0	0	0	0	0	6	19
nikE	gene-b3480	TRANSCRIPT_gene-b3480	protein_coding	0	19	6	74	0	0	0	0	47	0	0	0	6	0	0	0	0	0	0	0	19	27
nikR	gene-b3481	TRANSCRIPT_gene-b3481	protein_coding	0	7	0	92	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	7	51
nimR	gene-b1790	TRANSCRIPT_gene-b1790	protein_coding	0	10	5	94	0	0	0	0	39	0	0	0	5	0	0	0	0	0	0	0	10	55
nimT	gene-b1791	TRANSCRIPT_gene-b1791	protein_coding	0	12	0	102	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	12	55
ninE	gene-b0548	TRANSCRIPT_gene-b0548	protein_coding	0	3	2	201	0	0	0	0	186	0	0	0	2	0	0	0	0	0	0	0	3	15
nirB	gene-b3365	TRANSCRIPT_gene-b3365	protein_coding	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
nirC	gene-b3367	TRANSCRIPT_gene-b3367	protein_coding	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14
nirD	gene-b3366	TRANSCRIPT_gene-b3366	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
nlpA	gene-b3661	TRANSCRIPT_gene-b3661	protein_coding	0	1	1	25	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	1	18
nlpC	gene-b1708	TRANSCRIPT_gene-b1708	protein_coding	0	0	0	39	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	3
nlpD	gene-b2742	TRANSCRIPT_gene-b2742	protein_coding	0	6	1	22	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	6	5
nlpE	gene-b0192	TRANSCRIPT_gene-b0192	protein_coding	0	13	2	168	0	0	0	0	72	0	0	0	2	0	0	0	0	0	0	0	13	96
nlpI	gene-b3163	TRANSCRIPT_gene-b3163	protein_coding	0	0	0	73	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	5
nmpC	nmpC	gene-b0553	pseudogene	0	0	0	274	0	0	0	0	66	0	0	0	0	63	0	0	0	0	0	0	0	145
nnr	gene-b4167	TRANSCRIPT_gene-b4167	protein_coding	0	23	7	53	0	0	0	0	26	0	0	0	7	0	0	0	0	0	0	0	23	27
nohA	gene-b1548	TRANSCRIPT_gene-b1548	protein_coding	0	0	0	278	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	241
nohD	gene-b0560	TRANSCRIPT_gene-b0560	protein_coding	0	1	0	219	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	203
norR	gene-b2709	TRANSCRIPT_gene-b2709	protein_coding	0	0	0	120	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	51
norV	gene-b2710	TRANSCRIPT_gene-b2710	protein_coding	0	13	3	112	0	0	0	0	74	0	0	0	3	0	0	0	0	0	0	0	13	38
norW	gene-b2711	TRANSCRIPT_gene-b2711	protein_coding	0	6	3	107	0	0	0	0	81	0	0	0	3	0	0	0	0	0	0	0	6	26
npr	gene-b3206	TRANSCRIPT_gene-b3206	protein_coding	0	0	0	45	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	17
nrdA	gene-b2234	TRANSCRIPT_gene-b2234	protein_coding	0	0	0	105	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	53
nrdB	gene-b2235	TRANSCRIPT_gene-b2235	protein_coding	0	18	1	37	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	18	4
nrdD	gene-b4238	TRANSCRIPT_gene-b4238	protein_coding	0	22	0	154	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	22	75
nrdE	gene-b2675	TRANSCRIPT_gene-b2675	protein_coding	0	0	1	60	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	35
nrdF	gene-b2676	TRANSCRIPT_gene-b2676	protein_coding	0	1	1	53	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	1	21
nrdG	gene-b4237	TRANSCRIPT_gene-b4237	protein_coding	0	4	2	136	0	0	0	0	68	0	0	0	2	0	0	0	0	0	0	0	4	68
nrdH	gene-b2673	TRANSCRIPT_gene-b2673	protein_coding	0	0	0	46	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	43
nrdI	gene-b2674	TRANSCRIPT_gene-b2674	protein_coding	0	0	0	43	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	40
nrdR	gene-b0413	TRANSCRIPT_gene-b0413	protein_coding	0	0	0	84	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	18
nrfA	gene-b4070	TRANSCRIPT_gene-b4070	protein_coding	0	0	0	67	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	3
nrfB	gene-b4071	TRANSCRIPT_gene-b4071	protein_coding	0	0	0	73	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	2
nrfC	gene-b4072	TRANSCRIPT_gene-b4072	protein_coding	0	0	0	76	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	2
nrfD	gene-b4073	TRANSCRIPT_gene-b4073	protein_coding	0	1	0	76	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	1	2
nrfE	gene-b4074	TRANSCRIPT_gene-b4074	protein_coding	0	34	8	34	0	0	0	0	32	0	0	0	8	0	0	0	0	0	0	0	34	2
nrfF	gene-b4075	TRANSCRIPT_gene-b4075	protein_coding	0	6	3	66	0	0	0	0	24	0	0	0	3	0	0	0	0	0	0	0	6	42
nrfG	gene-b4076	TRANSCRIPT_gene-b4076	protein_coding	0	9	4	62	0	0	0	0	11	0	0	0	4	0	0	0	0	0	0	0	9	51
nsrR	gene-b4178	TRANSCRIPT_gene-b4178	protein_coding	0	2	1	21	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	2	14
nth	gene-b1633	TRANSCRIPT_gene-b1633	protein_coding	0	1	0	30	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	29
nudB	gene-b1865	TRANSCRIPT_gene-b1865	protein_coding	0	0	0	96	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	6
nudC	gene-b3996	TRANSCRIPT_gene-b3996	protein_coding	0	6	0	92	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	6	51
nudE	gene-b3397	TRANSCRIPT_gene-b3397	protein_coding	0	7	0	79	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	7	12
nudF	gene-b3034	TRANSCRIPT_gene-b3034	protein_coding	0	4	0	71	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	4	1
nudG	gene-b1759	TRANSCRIPT_gene-b1759	protein_coding	0	0	0	22	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1
nudI	gene-b2251	TRANSCRIPT_gene-b2251	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
nudJ	gene-b1134	TRANSCRIPT_gene-b1134	protein_coding	0	10	1	88	0	0	0	0	47	0	0	0	1	0	0	0	0	0	0	0	10	41
nudK	gene-b2467	TRANSCRIPT_gene-b2467	protein_coding	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7
nudL	gene-b1813	TRANSCRIPT_gene-b1813	protein_coding	0	6	3	78	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	6	53
nuoA	gene-b2288	TRANSCRIPT_gene-b2288	protein_coding	0	0	0	72	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	19
nuoB	gene-b2287	TRANSCRIPT_gene-b2287	protein_coding	0	1	0	82	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	1	18
nuoC	gene-b2286	TRANSCRIPT_gene-b2286	protein_coding	0	11	2	78	0	0	0	0	60	0	0	0	2	0	0	0	0	0	0	0	11	18
nuoE	gene-b2285	TRANSCRIPT_gene-b2285	protein_coding	0	4	0	81	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	4	25
nuoF	gene-b2284	TRANSCRIPT_gene-b2284	protein_coding	0	26	0	57	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	26	27
nuoG	gene-b2283	TRANSCRIPT_gene-b2283	protein_coding	0	28	2	68	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	28	44
nuoH	gene-b2282	TRANSCRIPT_gene-b2282	protein_coding	0	0	0	109	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	71
nuoI	gene-b2281	TRANSCRIPT_gene-b2281	protein_coding	0	0	0	93	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	55
nuoJ	gene-b2280	TRANSCRIPT_gene-b2280	protein_coding	0	0	0	73	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	35
nuoK	gene-b2279	TRANSCRIPT_gene-b2279	protein_coding	0	0	0	73	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	30
nuoL	gene-b2278	TRANSCRIPT_gene-b2278	protein_coding	0	12	1	61	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	12	30
nuoM	gene-b2277	TRANSCRIPT_gene-b2277	protein_coding	0	24	0	44	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	24	14
nuoN	gene-b2276	TRANSCRIPT_gene-b2276	protein_coding	0	5	0	82	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	5	38
nupC	gene-b2393	TRANSCRIPT_gene-b2393	protein_coding	0	15	0	54	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	15	51
nupG	gene-b2964	TRANSCRIPT_gene-b2964	protein_coding	0	17	0	185	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	17	22
nupX	gene-b2161	TRANSCRIPT_gene-b2161	protein_coding	0	58	4	144	0	0	0	0	39	0	0	0	4	0	0	0	0	0	0	0	58	105
nusA	gene-b3169	TRANSCRIPT_gene-b3169	protein_coding	0	4	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	17
nusB	gene-b0416	TRANSCRIPT_gene-b0416	protein_coding	0	0	0	116	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	22
nusG	gene-b3982	TRANSCRIPT_gene-b3982	protein_coding	0	0	0	41	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	30
obgE	gene-b3183	TRANSCRIPT_gene-b3183	protein_coding	0	15	2	81	0	0	0	0	36	0	0	0	2	0	0	0	0	0	0	0	15	45
ogrK	gene-b2082	TRANSCRIPT_gene-b2082	protein_coding	0	4	1	56	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	4	29
ogt	gene-b1335	TRANSCRIPT_gene-b1335	protein_coding	0	7	1	20	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	7	6
ohsC	gene-b4608	rna-b4608	lincRNA	0	0	0	25	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	2
ompA	gene-b0957	TRANSCRIPT_gene-b0957	protein_coding	0	1	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	1
ompC	gene-b2215	TRANSCRIPT_gene-b2215	protein_coding	0	0	1	50	0	0	0	0	44	0	0	0	1	0	0	0	0	0	0	0	0	6
ompF	gene-b0929	TRANSCRIPT_gene-b0929	protein_coding	0	9	0	24	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	9	17
ompG	gene-b1319	TRANSCRIPT_gene-b1319	protein_coding	0	0	0	39	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	34
ompL	gene-b3875	TRANSCRIPT_gene-b3875	protein_coding	0	24	3	110	0	0	0	0	69	0	0	0	3	0	0	0	0	0	0	0	24	41
ompN	gene-b1377	TRANSCRIPT_gene-b1377	protein_coding	0	0	1	58	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	33
ompR	gene-b3405	TRANSCRIPT_gene-b3405	protein_coding	0	0	2	79	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	0	50
ompT	gene-b0565	TRANSCRIPT_gene-b0565	protein_coding	0	0	0	114	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	64
ompW	gene-b1256	TRANSCRIPT_gene-b1256	protein_coding	0	0	0	28	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	17
ompX	gene-b0814	TRANSCRIPT_gene-b0814	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
omrA	gene-b4444	rna-b4444	lincRNA	0	0	0	30	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	20
omrB	gene-b4445	rna-b4445	lincRNA	0	1	0	30	0	0	0	0	5	0	0	0	0	1	0	1	0	0	0	0	0	25
opgB	gene-b4359	TRANSCRIPT_gene-b4359	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
opgC	gene-b1047	TRANSCRIPT_gene-b1047	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1
opgD	gene-b1424	TRANSCRIPT_gene-b1424	protein_coding	0	0	0	34	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0
opgE	gene-b0815	TRANSCRIPT_gene-b0815	protein_coding	0	0	0	20	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17
opgG	gene-b1048	TRANSCRIPT_gene-b1048	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
opgH	gene-b1049	TRANSCRIPT_gene-b1049	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
oppA	gene-b1243	TRANSCRIPT_gene-b1243	protein_coding	0	2	3	45	0	0	0	0	37	0	0	0	3	0	0	0	0	0	0	0	2	8
oppB	gene-b1244	TRANSCRIPT_gene-b1244	protein_coding	0	0	0	54	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	13
oppC	gene-b1245	TRANSCRIPT_gene-b1245	protein_coding	0	0	0	55	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	12
oppD	gene-b1246	TRANSCRIPT_gene-b1246	protein_coding	0	11	1	37	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	11	6
oppF	gene-b1247	TRANSCRIPT_gene-b1247	protein_coding	0	8	1	42	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	8	18
orn	gene-b4162	TRANSCRIPT_gene-b4162	protein_coding	0	1	0	72	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	1	27
ortT	gene-b1445	TRANSCRIPT_gene-b1445	protein_coding	0	0	0	71	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	6
osmB	gene-b1283	TRANSCRIPT_gene-b1283	protein_coding	0	1	0	61	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	49
osmC	gene-b1482	TRANSCRIPT_gene-b1482	protein_coding	0	0	0	42	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	7
osmE	gene-b1739	TRANSCRIPT_gene-b1739	protein_coding	0	1	0	43	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	1	22
osmF	gene-b2131	TRANSCRIPT_gene-b2131	protein_coding	0	0	0	91	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	33
osmY	gene-b4376	TRANSCRIPT_gene-b4376	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
otsA	gene-b1896	TRANSCRIPT_gene-b1896	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
otsB	gene-b1897	TRANSCRIPT_gene-b1897	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
oweE	oweE	gene-b4692	pseudogene	0	0	0	61	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0
oxc	gene-b2373	TRANSCRIPT_gene-b2373	protein_coding	0	0	0	25	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	19
oxyR	gene-b3961	TRANSCRIPT_gene-b3961	protein_coding	0	0	0	33	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	27
oxyS	gene-b4458	rna-b4458	lincRNA	0	0	0	37	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	3
paaA	gene-b1388	TRANSCRIPT_gene-b1388	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
paaB	gene-b1389	TRANSCRIPT_gene-b1389	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
paaZ	gene-b1387	TRANSCRIPT_gene-b1387	protein_coding	0	0	0	27	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0
pabA	gene-b3360	TRANSCRIPT_gene-b3360	protein_coding	0	2	0	44	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2	31
pabB	gene-b1812	TRANSCRIPT_gene-b1812	protein_coding	0	7	5	96	0	0	0	0	33	0	0	0	5	0	0	0	0	0	0	0	7	63
pabC	gene-b1096	TRANSCRIPT_gene-b1096	protein_coding	0	6	5	74	0	0	0	0	44	0	0	0	5	0	0	0	0	0	0	0	6	30
paeA	gene-b4218	TRANSCRIPT_gene-b4218	protein_coding	0	6	0	141	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	6	72
pagP	gene-b0622	TRANSCRIPT_gene-b0622	protein_coding	0	0	0	85	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	40
pal	gene-b0741	TRANSCRIPT_gene-b0741	protein_coding	0	0	0	28	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	2
panB	gene-b0134	TRANSCRIPT_gene-b0134	protein_coding	0	21	4	140	0	0	0	0	14	0	0	0	4	0	0	0	0	0	0	0	21	126
panC	gene-b0133	TRANSCRIPT_gene-b0133	protein_coding	0	11	1	131	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	11	125
panD	gene-b0131	TRANSCRIPT_gene-b0131	protein_coding	0	0	0	93	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	79
panE	gene-b0425	TRANSCRIPT_gene-b0425	protein_coding	0	18	1	151	0	0	0	0	83	0	0	0	1	0	0	0	0	0	0	0	18	68
panF	gene-b3258	TRANSCRIPT_gene-b3258	protein_coding	0	0	0	48	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	1
panZ	gene-b3459	TRANSCRIPT_gene-b3459	protein_coding	0	8	2	207	0	0	0	0	81	0	0	0	2	0	0	0	0	0	0	0	8	126
paoA	gene-b0286	TRANSCRIPT_gene-b0286	protein_coding	0	7	2	130	0	0	0	0	67	0	0	0	2	0	0	0	0	0	0	0	7	63
paoB	gene-b0285	TRANSCRIPT_gene-b0285	protein_coding	0	12	2	113	0	0	0	0	53	0	0	0	2	0	0	0	0	0	0	0	12	60
paoC	gene-b0284	TRANSCRIPT_gene-b0284	protein_coding	0	20	10	92	0	0	0	0	23	0	0	0	10	0	0	0	0	0	0	0	20	69
paoD	gene-b0283	TRANSCRIPT_gene-b0283	protein_coding	0	5	4	89	0	0	0	0	14	0	0	0	4	0	0	0	0	0	0	0	5	75
parC	gene-b3019	TRANSCRIPT_gene-b3019	protein_coding	0	0	1	66	0	0	0	0	63	0	0	0	1	0	0	0	0	0	0	0	0	3
parE	gene-b3030	TRANSCRIPT_gene-b3030	protein_coding	0	43	0	33	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	43	22
patA	gene-b3073	TRANSCRIPT_gene-b3073	protein_coding	0	0	0	13	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3
patD	gene-b1444	TRANSCRIPT_gene-b1444	protein_coding	0	0	1	67	0	0	0	0	60	0	0	0	1	0	0	0	0	0	0	0	0	7
patZ	gene-b2584	TRANSCRIPT_gene-b2584	protein_coding	0	45	8	110	0	0	0	0	52	0	0	0	8	0	0	0	0	0	0	0	45	58
pawZ	pawZ	gene-b4643	pseudogene	0	0	0	17	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1
pbl	pbl	gene-b2854	pseudogene	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
pbpC	gene-b2519	TRANSCRIPT_gene-b2519	protein_coding	0	0	1	13	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	11
pbpG	gene-b2134	TRANSCRIPT_gene-b2134	protein_coding	0	0	0	36	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	3
pck	gene-b3403	TRANSCRIPT_gene-b3403	protein_coding	0	1	0	77	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	1	9
pcm	gene-b2743	TRANSCRIPT_gene-b2743	protein_coding	0	0	0	36	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	17
pcnB	gene-b0143	TRANSCRIPT_gene-b0143	protein_coding	0	4	1	281	0	0	0	0	196	0	0	0	1	0	0	0	0	0	0	0	4	85
pdeA	gene-b2395	TRANSCRIPT_gene-b2395	protein_coding	0	1	1	59	0	0	0	0	57	0	0	0	1	0	0	0	0	0	0	0	1	2
pdeB	gene-b0457	TRANSCRIPT_gene-b0457	protein_coding	0	9	5	56	0	0	0	0	52	0	0	0	5	0	0	0	0	0	0	0	9	4
pdeC	gene-b4061	TRANSCRIPT_gene-b4061	protein_coding	1	0	0	88	0	0	0	0	30	0	0	0	0	0	0	0	0	1	0	0	0	58
